show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Data_quality_Notes
s6520,TV Show,Comedy Bang! Bang!,Not Available,"Scott Aukerman, Reggie Watts",United States," December 28, 2016",2016,TV-14,5 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","Scott Aukerman brings his popular podcast Comedy Bang! Bang! to television, along with his co-host and bandleader, Reggie Watts.",
s6521,TV Show,Comedy High School,Not Available,"Ram Kapoor, Gopal Dutt, Paritosh Tripathi, Krishna Bhatt, Jasmeet Bhatia, Deepak Dutta, Parvati Sehgal, Surleen Kaur",Not Available,"July 1, 2018",2018,TV-14,1 Season,"International TV Shows, TV Comedies","Featuring goofy sketches and celebrity appearances, this offbeat stage show follows an assortment of oddball characters at an eccentric high school.",
s6525,TV Show,Conan Without Borders,Not Available,Not Available,United States,"December 31, 2018",2018,TV-14,1 Season,"Docuseries, TV Comedies",Late-night talk show host Conan O'Brien hits the road in this special that brings him and his sense of humor to far-flung destinations.,
s6533,TV Show,Cooking on High,Not Available,"Josh Leyva, Ngaio Bealum",United States,"June 22, 2018",2018,TV-MA,1 Season,Reality TV,"In the first-ever competitive cannabis cooking show, two chefs prepare mouthwatering marijuana-infused dishes for a panel of very chill celeb judges.",
s6539,TV Show,Court Justice,Not Available,Chris Bourke,Australia,"October 2, 2019",2017,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","In a bustling local court in Sydney, 12 magistrates preside over different levels of criminal offenses and deliver life-changing verdicts.",
s6543,TV Show,Crime Time,Not Available,"Augusto Madeira, Érico Brás, Gustavo Machado, Dionisio Neto, Fernanda Vianna, Georgina Castro, Leo Miranda, Marat Descartes, Mauricio Tarcinalli Barros, Sabrina Greve, Sérgio Malheiros",France,"January 31, 2019",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure","Born into poverty and trapped in a grim job as a cop in the favelas, a wannabe actor forges a bloody path to celebrity and wealth. Based on true events.",
s6550,TV Show,Dad's Army,Not Available,"Arthur Lowe, John Le Mesurier, Clive Dunn, John Laurie, Arnold Ridley, Ian Lavender, James Beck, Bill Pertwee",United Kingdom," March 31, 2018",1977,TV-PG,10 Seasons,"British TV Shows, Classic & Cult TV, TV Comedies",This beloved sitcom follows the unlikely heroes of the volunteer British Home Guard as they prepare for German invasion in World War II.,
s6557,TV Show,Dance Academy,Not Available,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Isabel Durant, Thom Green, Jordan Rodrigues, Thomas Lacey, Tim Pocock, Tara Morice",Australia,"December 20, 2017",2013,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Fifteen-year-old Tara Webster's dream of dancing comes true when she gets into a top dance academy. She soon realizes dancing is only half the battle.,
s6560,TV Show,Dandy,Not Available,"Alfonso Herrera, Damián Alcázar, Gabriela Roel, Itahisa Machado, Dagoberto Gama, Hernán Mendoza, Daniel Martínez, Christian Vasquez, Aleyda Gallardo, Danny Perea, Pakey Vázquez, Fátima Molina, Héctor Holten, Carlos Valencia",Mexico,"March 31, 2018",2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",A law professor is enlisted by Mexico's attorney general to join a special operations unit infiltrating the capital's most notorious drug cartel.,
s6561,TV Show,Dangerous Roads,Not Available,"Adrian Dunbar, Sue Perkins, Charley Boorman, Rhod Gilbert, Greg Davies, Ben Fogle, Hugh Dennis, Ed Byrne, Andy Parsons, Liza Tarbuck, David Baddiel",United Kingdom," February 1, 2019",2012,TV-MA,2 Seasons,"British TV Shows, Docuseries","Using various 4x4 vehicles, celebrities steer their way across some of the most infamous roads and trickiest terrains on earth.",
s6564,Movie,Dare to Be Wild,Not Available,Not Available,Ireland,"April 1, 2018",2015,TV-PG,100 min,"Dramas, Independent Movies, Romantic Movies",Irish landscape designer Mary Reynolds fights to bring her wild and unconventional style to the esteemed Chelsea Flower Show.,
s6569,TV Show,Darr Sabko Lagta Hai,Not Available,Bipasha Basu,India,"March 1, 2018",2015,TV-MA,1 Season,"International TV Shows, TV Horror, TV Thrillers","In this chilling horror anthology series, actress and model Bipasha Basu meets people who have had disconcerting paranormal experiences.",
s6572,TV Show,Day and Night,Not Available,"Pan Yueming, Wang Longzheng, Liang Yuen, Lü Xiaolin, Yin Shuyi, Hou Xuelong, Song Naigang",China,"March 23, 2018",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A detective assists with an investigation into a brutal mass murder case in which his twin brother is the prime suspect.,
s6573,TV Show,Days We Stared at the Sun,Not Available,"Sean Huang, Chang Chia-yu, Wu Chien-ho, Teresa Daley, Yong Lea, Edison Song, Shan Cheng-ju, Iris Hu, Hsia Teng-hung",Taiwan,"March 31, 2018",2017,TV-MA,2 Seasons,"International TV Shows, TV Dramas",A model student resorts to violence after witnessing greed and corruption wreak havoc on his life.,
s6587,TV Show,Deep Undercover Collection,Not Available,Dave B. Mitchell,United States,"July 20, 2018",2017,TV-MA,3 Seasons,"Crime TV Shows, Docuseries","Former FBI agent Joe Pistone, the real-life ""Donnie Brasco,"" hosts this series that reveals the true stories of undercover crime-fighting operations.",
s6588,TV Show,Deep Water,Not Available,"Noah Taylor, Yael Stone, Jeremy Lindsay Taylor, Danielle Cormack, Ben Oxenbould, Dan Spielman, Craig McLachlan, William McInnes, Olivia McNamara, John Brumpton, Simon Burke, Simon Elrahi, Victoria Haralabidou, Renee Lim, Julian Maroun, George Harrison Xanthis",Australia,"July 1, 2017",2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Back in Bondi Beach, where she grew up, DC Tori Lustigman investigates a gay man's murder and finds a link to her brother's death decades earlier.",
s6602,TV Show,Devlok with Devdutt Pattanaik,Not Available,"Rasika Dugal, Devdutt Pattanaik",India,"October 15, 2018",2017,TV-PG,1 Season,International TV Shows,"Through chats with host Rasika Dugal, mythologist Devdutt Pattanaik explores the meaning and modern-day relevance of Indian folklore and philosophy.",
s6604,TV Show,Dexter,Not Available,"Michael C. Hall, Jennifer Carpenter, David Zayas, James Remar, C.S. Lee, Lauren Vélez, Desmond Harrington, Julie Benz, Christina Robinson, Geoff Pierson",United States," January 1, 2018",2013,TV-MA,8 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","By day, mild-mannered Dexter is a blood-spatter analyst for the Miami police. But at night, he is a serial killer who only targets other murderers.",
s6608,Movie,Diana: In Her Own Words,Not Available,Not Available,United Kingdom,"December 1, 2017",2017,TV-PG,113 min,"Documentaries, International Movies","Featuring archival footage and personal recordings, this documentary offers candid insight into the life of the beloved princess.",
s6612,TV Show,Dinner for Five,Not Available,Not Available,United States,"February 4, 2008",2007,TV-MA,1 Season,Stand-Up Comedy & Talk Shows,"In each episode, four celebrities join host Jon Favreau for dinner and share revealing stories about both show business and their personal lives.",
s6614,TV Show,Dino Hunt,Not Available,Not Available,Canada,"August 4, 2017",2016,TV-G,1 Season,"Docuseries, Science & Nature TV","Top scientists and paleontologists examine dinosaur fossils located throughout Canada, while searching for elusive new species.",
s6619,TV Show,Diva Brides,Not Available,Not Available,Not Available,"October 2, 2019",2017,TV-MA,1 Season,"British TV Shows, Reality TV","In this reality series, brides-to-be stop at nothing to have their dream weddings despite meager funds, fallouts with friends or even absent grooms.",
s6636,TV Show,Doomsday Preppers,Not Available,Michael Izquierdo,United States,"March 1, 2019",2013,TV-14,1 Season,"Reality TV, Science & Nature TV",This series highlights a diverse group of survivalists as they prepare for various catastrophic scenarios that could cause civilization to collapse.,
s6647,TV Show,Dramaworld,Not Available,"Liv Hewson, Sean Dulake, Justin Chon, Noo-Ri Bae, Sa-hee Kim, Jimmy Shubert","United States, South Korea, China","May 23, 2016",2016,TV-14,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas","A huge fan of a Korean TV drama is transported to a magical realm where she has the power to alter her favorite show's story line as a ""Facilitator.""",
s6651,Movie,Driven to Dance,Not Available,"Juliet Doherty, Kaitlyn Black",United States,"January 16, 2019",2018,TV-PG,99 min,Dramas,"A young dancer grapples with her dream to join a famed ballet company against the wishes of her mother, who pushes her to pursue a more practical path.",
s6652,TV Show,"Drugs, Inc.",Not Available,Mike Secher,United States,"March 23, 2019",2015,TV-MA,1 Season,"Crime TV Shows, Docuseries","This absorbing documentary series follows the entire supply chain of the illicit drug trade, tracing its production, export, sale and consumption.",
s6653,TV Show,Dueños del paraíso,Not Available,"Kate del Castillo, Jorge Zabaleta, José María Torre, Tony Dalton, Géraldine Bazán, Ximena Duque, Adriana Barraza, Juan Pablo Llano, Daniela Wong, Tiago Correa, Margarita Muñoz, Miguel Varoni, Ariel Texido, María Luisa Flores, Alberto Jiménez, Andrea López, Maxi Iglesias, Jorge Hernández, Alberto Mateo, Sofía Lama","United States, Chile","February 25, 2017",2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When Anastasia Cardona's drug lord husband is murdered, she inherits his cocaine empire, leading to a life of wealth, power, violence and betrayal.",
s6659,TV Show,Earth to Luna!,Not Available,"Angelina Carballo, Raul-Gomez Pina, Eric Anderson",Brazil,"April 10, 2020",2014,TV-Y,1 Season,Kids' TV,"Curious about everything and excited about science, 6-year-old Luna, her brother Jupiter and pet Clyde explore nature to learn about the world.",
s6660,TV Show,Earth's Natural Wonders,Not Available,Olivia Colman,United Kingdom,"March 1, 2017",2015,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Earth's most sublime landscapes can also be the most forbidding. Discover how inhabitants survive and flourish in our planet's harshest environments.,
s6661,TV Show,Earth's Natural Wonders: Life at the Extremes,Not Available,Corey Johnson,Not Available,"October 1, 2018",2018,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV","From the Arctic to the Outback, humans battle the elements and use their ingenuity to survive in the most extreme environments in the world.",
s6664,TV Show,Easy Fortune Happy Life,Not Available,"Lan Cheng-lung, Joe Chen, Roy Chiu, Jocelyn Wang, Chieh-kai Shiou, Ting Chiang, Wang Chuan",Taiwan,"September 1, 2016",2009,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Years after a wealthy man is healed by a rural herbalist, fate lands him in the same hospital where the woman's granddaughter is treating patients.",
s6672,TV Show,El Barco,Not Available,"Juanjo Artero, Mario Casas, Blanca Suárez, Irene Montalà, Luis Callejo, Neus Sanz, Juan Pablo Shuk, Ivan Massagué, Marina Salas, Bernabé Fernández, Javier Hernández, Patricia Arbúes, David Seijo, Giselle Calderón",Spain," July 1, 2017",2013,NR,3 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Forty young crew members traveling aboard a training vessel are in for the adventure of a lifetime – especially when a storm leaves them lost at sea.,
s6673,TV Show,El Cartel,Not Available,"Manolo Cardona, Karen Martínez, Robinson Díaz, Diego Cadavid, Fernando Solórzano, Julian Arango, Sandra Reyes, Juan Pablo Raba, Fernando Arévalo",Colombia,"August 24, 2018",2008,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",One man makes a fateful decision to get involved with a Colombian drug cartel in this series based on a novel by Andrés López López.,
s6674,TV Show,El Cartel 2,Not Available,"Diego Cadavid, Robinson Díaz, Patricia Manterola, Carolina Guerra, John Álex Toro, Luis Eduardo Arango, Alejandro Martínez, Juan Sebastián Aragón, Víctor Mallarino, Santiago Moure, Carlos Echavarría, John Gertz",Colombia,"August 24, 2018",2010,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Drug trafficker Pepe Cadena navigates the treacherous waters of warring cartels in Mexico and Colombia while avoiding capture by the DEA and police.,
s6675,TV Show,El Chavo,Not Available,"Roberto Gómez Bolaños, María Antonieta de las Nieves, Carlos Villagrán, Florinda Meza García, Angelines Fernández Abad, Rubén Aguirre Fuentes, Edgar Vivar, Ramón Gómez Valdez de Castillo",Mexico,"December 31, 2017",1979,TV-PG,1 Season,"Classic & Cult TV, Kids' TV, Spanish-Language TV Shows","El Chavo is a poor, nameless orphan who lives in an apartment building with La Chilindrina, Quico, Doña Florinda, Don Ramón and Professor Jirafales.",
s6677,TV Show,El Clon,Not Available,"Mauricio Ochmann, Sandra Echeverría, Saúl Lisazo, Roberto Moll, Geraldine Zivic, Andrea López, Juan Pablo Raba, Daniel Lugo",United States,"May 18, 2017",2010,TV-14,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Dramas","Religion thwarted Lucas and Jade's young love. They reunite decades later, but Jade's heart is torn between the man she knew and his younger clone.",
s6679,TV Show,El Vato,Not Available,"El Dasa, Cristina Rodlo, Ricardo Polanco, Gustavo Egelhaaf, Mauricio Martínez, Itatí Cantoral, Arcelia Ramírez, Horacio Castelo, Fátima Molina, Leonardo Daniel, Giancarlo Vidrio, Mónica Dionne, Sebastián Ferrat, Mauricio Isaac, Aldo Gallardo, Julio Casado, Arnulfo Reyes Sanchez, José María de Tavira, Pablo Bracho, Patricio Sebastián",United States," February 24, 2018",2017,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies","Regional Mexican singer El Vato and his friends struggle to succeed in the enticing but deceptive music world in Los Angeles, California.",
s6691,TV Show,Emogenius,Not Available,Hunter March,United States,"December 15, 2018",2017,TV-PG,1 Season,Reality TV,"Two pairs of contestants go head-to-head for several rounds, deciphering puzzles and messages comprised of emojis for a chance at a $10,000 prize.",
s6694,TV Show,Encerrados,Not Available,"Luis Machín, Maria Merlino, Fabián Vena, Ana Chalentano, Nelly Prince, Victor Laplace, Silvia Pérez, Pilar Gamboa, Alberto Ajaka, Fabio Alberti, Martin Slipak, Martín Piroyansky, Paula Ransenberg",Not Available,"June 18, 2018",2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies","This fictional series tells the stories of what happens to people when they feel caged in, whether physically, psychologically or emotionally.",
s6696,TV Show,Encounters with Evil,Not Available,Richard Lintern,United Kingdom,"July 12, 2019",2016,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries","This documentary series tries to get at the root of some of the most heinous crimes ever committed by deranged, cold-blooded criminals.",
s6698,TV Show,Enemigo íntimo,Not Available,"Raúl Méndez, Fernanda Castillo, Matias Novoa, Guillermo Quintanilla, Leonardo Daniel, Otto Sirgo, Alejandro Speitzer, Armando Hernández, Valentina Acosta, Elvira Monsell",Not Available,"August 8, 2018",2018,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas","Siblings separated as children who no longer recognize each other are pitted against each other in a war involving drugs, crime and betrayal.",
s6708,Movie,Ethirmarai,Not Available,"Ramanathan, Rakesh",India,"April 1, 2018",2018,TV-14,91 min,"International Movies, Music & Musicals, Thrillers","While investigating a brutal string of deaths, a detective begins to suspect that mind control may have played a part in the murders.",
s6710,TV Show,Eurovision Song Contest,Not Available,"Bar Refaeli, Erez Tal, Assi Azar, Lucy Ayoub",Not Available,"July 23, 2019",2019,TV-PG,1 Season,International TV Shows,Singers from all over Europe represent their countries in an international showdown and vie for superstar glory.,
s6715,TV Show,Everyday Miracles,Not Available,Mark Miodownik,United Kingdom,"August 1, 2017",2014,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",Materials scientist Mark Miodownik takes us into the world of everyday objects that make our lives more comfortable than those of our ancestors.,
s6718,TV Show,Ex-Boyfriend,Not Available,"Tony Yang, Nana Lee, Jerry Huang, Liao Yi Chiao",China,"January 1, 2017",2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Still haunted by the traumatic event that ended her high school romance, a young professional gets a new subordinate: her former sweetheart.",
s6725,TV Show,Extras,Not Available,"Ricky Gervais, Stephen Merchant, Ashley Jensen, Shaun Williamson, Shaun Pye","United Kingdom, United States","March 31, 2017",2006,TV-MA,2 Seasons,"British TV Shows, TV Comedies","Grasping hungrily for stardom, bit actor Andy Millman and his pal Maggie spend their days chasing after work as film and TV extras.",
s6729,TV Show,Ezel,Not Available,"Kenan İmirzalıoğlu, Cansu Dere, Haluk Bilginer, Yiğit Özşener, Barış Falay, Burçin Terzioğlu, Bade İşçil, Sarp Akkaya, İpek Bilgin, Salih Kalyon, Tuncel Kurtiz, Sedef Avcı, Berrak Tüzünataç, İsmail Filiz",Turkey,"December 26, 2016",2009,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A young man framed for a crime escapes a prison sentence by faking his own death and assuming a new identity as he seeks revenge.,
s6732,TV Show,Fairy Tail,Not Available,"Tetsuya Kakihara, Aya Hirano, Rie Kugimiya, Yuichi Nakamura, Sayaka Ohara, Satomi Sato, Yui Horie, Hiroki Yasumoto, Ryoko Ono, Hiroki Touchi, Shinpachi Tsuji, Wataru Hatano, Mai Nakahara, Katsuyuki Konishi, Eri Kitamura, Todd Haberkorn, Cherami Leigh, Tia Lynn Ballard, Newton Pittman, Colleen Clinkenbeard, Brittney Karbowski, Jad Saxton, Christopher R. Sabat, Monica Rial, Rick Keeling, R. Bruce Elliott, David Wald, Brina Palencia, Patrick Seitz, Jamie Marchi",Japan,"April 1, 2017",2009,TV-MA,1 Season,"Anime Series, International TV Shows","When four young wizards team up to take jobs across the kingdom, they forge a bond more powerful than any magic and grow stronger with every mission.",
s6733,TV Show,Fake or Fortune?,Not Available,"Fiona Bruce, Philip Mould, Bendor Grosvenor",United Kingdom,"July 26, 2019",2015,TV-G,1 Season,"British TV Shows, Crime TV Shows, Docuseries",Fiona Bruce and Philip Mould use investigative skills and scientific techniques to determine if paintings are real or just impressive forgeries.,
s6742,TV Show,Fatal Destiny,Not Available,"Arucha Tosawat, Nappon Gomarachun, Phakin Khamwilaisak, Ratchawin Wongviriya, Penpak Sirikul, Saksit Tangtong",Not Available,"July 13, 2018",2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",A young man from a humble family is drawn into a life of crime – and soon confronts a determined cop in hot pursuit.,
s6745,TV Show,Fear Files... Har Mod Pe Darr,Not Available,Not Available,India,"June 1, 2017",2015,TV-MA,1 Season,"International TV Shows, TV Horror, TV Thrillers","Possessed lovers, witches, haunted houses and more bring tales of horror to the screen in this anthology series.",
s6751,TV Show,Filinta,Not Available,"Onur Tuna, Serhat Tutumluer, Mehmet Özgür, Naz Elmas, Kayra Şenocak, Kamil Güler, Ceyhun Ergin, Burcu Çoban, Umut Kırcalı, Sencer Serta",Turkey,"April 15, 2017",2015,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure","In 19th-century Istanbul, a young police officer investigates crimes and falls in love with the daughter of a wealthy merchant conspiring against him.",
s6764,TV Show,Fit for Fashion,Not Available,Louise Roe,Not Available," December 14, 2018",2015,TV-14,2 Seasons,"International TV Shows, Reality TV","In this reality series, physique meets fashion as contestants compete in challenges to transform both body and image for the grand prize of $100,000.",
s6767,TV Show,Fix It and Finish It,Not Available,Antonio Sabato Jr.,United States," July 20, 2018",2014,TV-G,3 Seasons,Reality TV,"A team of skilled contractors and designers hosted by Antonio Sabato Jr. renovates houses, cabins and even RVs, transforming properties in one day.",
s6771,TV Show,Flowering Heart,Not Available,"Choi Da-in, Yang Se-na, Gim Chae-eun, Esther, Um Sang-hyun, Shin Yong-woo",South Korea,"July 1, 2019",2016,TV-Y7,1 Season,"Kids' TV, Korean TV Shows","An ordinary student, who forms an advice club with her friends to help others, gains special powers after a mysterious encounter.",
s6774,TV Show,Food: Delicious Science,Not Available,"Michael Mosley, James Wong",Not Available,"October 1, 2017",2017,TV-PG,1 Season,"Docuseries, Science & Nature TV","In this series, TV presenter Michael Mosley and botanist James Wong explore the physics, chemistry and biology inside every bite of food we eat.",
s6775,TV Show,Footprints in the Sand,Not Available,"Yenn Teoh, Leslie Chai, Elvis Chin, Candy Ice, Jacky Kam, Jordan Voon, Alvin Wong",United States,"October 16, 2017",2011,TV-14,1 Season,"International TV Shows, TV Dramas","Familial bonds strain as dramas concerning love, greed, business and generosity simmer across generations.",
s6783,TV Show,For the Win,Not Available,Brodie Smith,United States,"December 31, 2018",2017,TV-14,1 Season,Reality TV,Frisbee national champion Brodie Smith challenges inventive athletes across the US to an exhibition match in the unconventional sports they've created.,
s6786,TV Show,Forces of Nature,Not Available,Not Available,United Kingdom,"March 1, 2017",2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","This dynamic series spans the globe to explain the complex natural forces that govern the planet, from shape and color to motion and the elements.",
s6789,TV Show,Forget Me Not,Not Available,Not Available,United Kingdom,"September 18, 2017",2011,TV-MA,1 Season,"International TV Shows, TV Dramas","Teenage Xue Ming was forced to marry the man who raped her. Years after abandoning her young sons to find a better life, can she escape the guilt?",
s6792,TV Show,Four Seasons in Havana,Not Available,"Jorge Perugorría, Carlos Enrique Almirante, Mario Guerra, Luis Alberto García, Juana Acosta, Laura Ramos","Spain, Cuba","December 9, 2016",2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","As Havana slowly revolves through the year, wistful detective Mario Conde probes the sultry heart of the city to investigate dark and deadly crimes.",
s6796,TV Show,Frasier,Not Available,"Kelsey Grammer, Jane Leeves, David Hyde Pierce, Peri Gilpin, John Mahoney, Dan Butler",United States,Not Available,2003,TV-PG,11 Seasons,"Classic & Cult TV, TV Comedies",Frasier Crane is a snooty but lovable Seattle psychiatrist who dispenses advice on his call-in radio show while ignoring it in his own relationships.,
s6804,TV Show,Friday Night Tykes,Not Available,Not Available,United States," January 17, 2018",2017,TV-PG,4 Seasons,"Docuseries, Reality TV","This docuseries dives into the cutthroat world of Texas youth football, where kids face grueling demands and pressure from coaches and parents to win.",
s6807,TV Show,Friends,Not Available,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,Not Available,2003,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",
s6812,Movie,Frozen Planet: On Thin Ice,Not Available,David Attenborough,"United Kingdom, United States, Spain, Germany, Greece, Canada","January 28, 2016",2011,TV-PG,47 min,Movies,David Attenborough journeys to both polar regions to investigate what rising temperatures will mean for the people and wildlife that live there.,
s6813,Movie,Frozen Planet: The Epic Journey,Not Available,David Attenborough,"United Kingdom, United States, Spain, Germany, Greece, Canada","January 28, 2016",2011,TV-PG,52 min,Movies,"Collecting highlights from the epic documentary series that explores the entire polar year and the inhabitants, from the north to the south.",
s6821,TV Show,Gabru: Hip Hop Revolution,Not Available,"Amol Parashar, Harleen Sethi, Chaitanya Sharma, Priya Malik, Pratik Dixit",India,"June 1, 2018",2018,TV-14,1 Season,"International TV Shows, TV Dramas","Three young, aspiring Indian rappers make their way in a cutthroat music industry, dreaming of fame, stardom and ultimate hip-hop domination .",
s6823,TV Show,Galavant,Not Available,"Joshua Sasse, Timothy Omundson, Vinnie Jones, Mallory Jansen, Karen David, Luke Youngblood",United States," September 7, 2016",2016,TV-PG,2 Seasons,"TV Action & Adventure, TV Comedies","In a time of legend, Galavant the knight embarks on a quest to save his fair lady and become a hero in this tongue-in-cheek musical comedy.",
s6825,TV Show,Game Winning Hit,Not Available,"Lego Lee, Alice Ko, Afalean Lu, Tsai Chen-nan, Wang Chuan, Leiya Gao, Charlize Lin",Taiwan,"September 1, 2016",2009,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",An army deserter hiding out in a small coastal town becomes the coach of a youth baseball team and develops warm relationships in his new community.,
s6826,TV Show,Gangs of Hassepur,Not Available,"Ragini Khanna, Mandira Bedi, Tanishaa Mukerji",India,"April 15, 2017",2014,TV-PG,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","Training a keen eye on hot-button political topics, this variety show features stand-up comedy, sketches and sarcastic celebrity impersonations.",
s6828,TV Show,Gargantia on the Verdurous Planet,Not Available,"Kaito Ishikawa, Hisako Kanemoto, Ai Kayano, Kana Asumi, Shizuka Ito, Sayaka Ohara, Katsuyuki Konishi, Yuka Terasaki, Yuki Ono, Tomokazu Sugita, Ayumi Fujimura, Alan Lee, Cassandra Morris, Natalie Hoover, Janice Kawaye, Laura Post, Julie Ann Taylor, Patrick Seitz, Michelle Ruff, Marc Diraison, Matthew Mercer, Karen Strassman",Japan,"December 1, 2016",2013,Not Available,1 Season,"Anime Series, International TV Shows","After falling through a wormhole, a space-dwelling teen mecha pilot awakes to find himself amid the inhabitants of a strange planet called ... Earth.",
s6834,Movie,Gender Revolution: A Journey with Katie Couric,Not Available,Katie Couric,United States,"February 1, 2018",2017,TV-PG,90 min,"Documentaries, LGBTQ Movies","Katie Couric explores our evolving understanding of gender identity, speaking with transgender and intersex individuals about their experiences.",
s6835,TV Show,Genius of the Ancient World,Not Available,Bettany Hughes,United Kingdom,"August 1, 2017",2015,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes travels to India, Greece and China to explore the lives and times of Buddha, Socrates and Confucius.",
s6836,TV Show,Genius of the Modern World,Not Available,Bettany Hughes,United Kingdom,"August 1, 2017",2016,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes explores the intellectual landscapes that helped shape the work of Karl Marx, Friedrich Nietzsche and Sigmund Freud.",
s6837,TV Show,Gentlemen and Gangsters,Not Available,"David Dencik, Ruth Vega Fernandez, David Fukamachi Regnfors, Sverrir Gudnason, Andreas Kundler, Sven Nordin, Boman Oscarsson, Lars Green, Sebastian Sporsén, Amanda Ooms, Magnus Krepper, Peter Carlberg, Peter Bergared, Christopher Wagelin, Lars Helander, Emilie Jonsson",Sweden,"June 1, 2016",2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows","Now on the run, a writer relates his previous year's escapades when he got sucked into the thrilling, sordid orbit of boxer and jazz man Henry Morgan.",
s6842,TV Show,Get Shorty,Not Available,"Ray Romano, Chris O'Dowd",United States,"November 1, 2018",2017,TV-MA,1 Season,"Crime TV Shows, TV Comedies, TV Dramas",Organized crime enforcer Miles Daly strives to reinvent himself as a Hollywood filmmaker in this satire based on Elmore Leonard's best-selling novel.,
s6850,TV Show,Ghost Town Gold,Not Available,"Brit Eaton, Scott Glaves",United States,"October 2, 2019",2012,TV-14,1 Season,Reality TV,"Two history buffs with an eye for valuables traverse through forgotten mines and abandoned landmarks in the wild, wild West to score collectibles.",
s6858,TV Show,Glowing Embers,Not Available,"Henley Hii, Debbie Goh, Frederick Lee, Wymen Yang, Melvin Sia, Alvin Wong",Not Available,"August 14, 2017",2010,TV-14,1 Season,"International TV Shows, TV Dramas","Amid Malaysia's charcoal industry, a woman deftly adapts to her environs as she juggles three men in her life: her husband, her lover and her friend.",
s6869,TV Show,Goldie & Bear,Not Available,"Natalie Lander, Georgie Kidder",United States," October 31, 2018",2017,TV-Y,2 Seasons,Kids' TV,"Best pals Goldie and Bear, from ""Goldilocks and the Three Bears,"" join other characters from beloved stories for adventures in the Fairy Tale Forest.",
s6872,TV Show,Gomorrah,Not Available,"Marco D'Amore, Fortunato Cerlino, Salvatore Esposito, Fabio de Caro, Christian Giroso, Giovanni Buselli, Carmine Monaco, Lino Musella, Marco Palvetti, Vincenzo Fabricino, Maria Pia Calzone, Domenico Balsamo, Emanuele Vicorito, Carmine Battaglia, Alessio Gallo","Italy, Germany"," August 21, 2017",2016,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","Mafia activity in Naples is at the center of this series, which focuses on internal struggles that follow after the head of a family is imprisoned.",
